# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6862328,K00865.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,119.020704400,1.1790000e-04,-1.1790000e-04,222.2364920,7.040000e-04,-7.040000e-04,0.0760,0.1730,-0.0760,8.14050,0.03820,-0.03820,7.4305e+03,3.840e+01,-3.840e+01,8.98,1.230e+00,-1.350e+00,366.0,,,4.25,1.58,-1.34,223.50,1,q1_q17_dr25_tce,5453.00,81.00,-73.00,4.342,0.144,-0.108,1.0620,0.1460,-0.1600,291.583770,42.368160,15.085
9471974,K00119.02,Kepler-108 B c,CONFIRMED,CANDIDATE,0.9870,0,0,0,0,190.320046800,5.3270000e-04,-5.3270000e-04,312.6849800,1.470000e-03,-1.470000e-03,0.8120,0.0480,-0.0100,15.28400,0.20900,-0.20900,1.1417e+03,8.500e+00,-8.500e+00,7.78,4.800e-01,-5.200e-01,426.0,,,7.80,1.55,-1.38,139.30,2,q1_q17_dr25_tce,5626.00,89.00,-78.00,3.907,0.040,-0.036,2.0570,0.1250,-0.1380,294.559170,46.062328,12.654
6862603,K00866.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.861159894,3.0590000e-06,-3.0590000e-06,171.6481060,8.800000e-04,-8.800000e-04,0.9650,0.1300,-0.0430,1.88320,0.08780,-0.08780,1.0143e+03,2.860e+01,-2.860e+01,4.37,1.380e+00,-4.600e-01,1355.0,,,797.10,768.91,-244.21,58.30,1,q1_q17_dr25_tce,6126.00,193.00,-214.00,4.458,0.052,-0.208,1.0210,0.3240,-0.1080,291.671720,42.343109,15.618
7366258,K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,26.444393370,3.6500000e-05,-3.6500000e-05,194.1207400,1.080000e-03,-1.080000e-03,0.0300,0.3550,-0.0300,3.97830,0.04170,-0.04170,1.8435e+03,2.220e+01,-2.220e+01,3.91,4.300e-01,-2.900e-01,562.0,,,23.54,7.96,-4.92,88.00,2,q1_q17_dr25_tce,5427.00,108.00,-108.00,4.463,0.064,-0.088,0.9290,0.1040,-0.0690,292.873380,42.966141,15.158
7366258,K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,0.9830,0,0,0,0,51.539979720,5.6130000e-05,-5.6130000e-05,174.0550110,8.800000e-04,-8.800000e-04,0.1830,0.1650,-0.1830,6.39940,0.04380,-0.04380,3.6443e+03,2.390e+01,-2.390e+01,5.51,6.200e-01,-4.100e-01,450.0,,,9.67,3.27,-2.02,155.50,1,q1_q17_dr25_tce,5427.00,108.00,-108.00,4.463,0.064,-0.088,0.9290,0.1040,-0.0690,292.873380,42.966141,15.158
7366258,K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.902245782,7.3730000e-06,-7.3730000e-06,136.7839300,1.010000e-03,-1.010000e-03,0.2090,0.1650,-0.2090,2.90030,0.03170,-0.03170,7.0230e+02,1.280e+01,-1.280e+01,2.43,2.700e-01,-1.800e-01,926.0,,,173.74,58.69,-36.35,59.30,3,q1_q17_dr25_tce,5427.00,108.00,-108.00,4.463,0.064,-0.088,0.9290,0.1040,-0.0690,292.873380,42.966141,15.158
7366258,K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.382951591,2.8080000e-06,-2.8080000e-06,135.0808410,9.810000e-04,-9.810000e-04,0.4790,0.4160,-0.3110,1.88760,0.02970,-0.02970,3.9160e+02,1.040e+01,-1.040e+01,1.86,2.100e-01,-1.300e-01,1253.0,,,583.01,196.96,-121.98,41.40,4,q1_q17_dr25_tce,5427.00,108.00,-108.00,4.463,0.064,-0.088,0.9290,0.1040,-0.0690,292.873380,42.966141,15.158
7373451,K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.022506080,4.0910000e-05,-4.0910000e-05,207.6759300,1.480000e-03,-1.480000e-03,0.0360,0.3600,-0.0360,4.10720,0.05380,-0.05380,1.7725e+03,3.210e+01,-3.210e+01,3.07,2.100e-01,-1.400e-01,521.0,,,17.48,4.16,-2.76,62.40,1,q1_q17_dr25_tce,5067.00,102.00,-102.00,4.585,0.024,-0.048,0.7500,0.0520,-0.0330,294.909730,42.935261,15.859
6948054,K00869.04,Kepler-245 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.219814777,5.5310000e-06,-5.5310000e-06,133.0040600,1.340000e-03,-1.340000e-03,0.0600,0.4000,-0.0600,2.06420,0.03920,-0.03920,4.8820e+02,1.760e+01,-1.760e+01,1.69,1.100e-01,-8.000e-02,998.0,,,234.93,53.16,-39.02,30.50,3,q1_q17_dr25_tce,5103.00,101.00,-101.00,4.562,0.032,-0.052,0.7870,0.0510,-0.0390,291.638980,42.436321,15.599
6949607,K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.912273234,7.0390000e-06,-7.0390000e-06,172.1840120,9.400000e-04,-9.400000e-04,0.1700,0.2010,-0.1700,2.32540,0.02960,-0.02960,9.6140e+02,1.720e+01,-1.720e+01,1.73,9.000e-02,-1.000e-01,585.0,,,27.72,5.15,-4.93,62.80,1,q1_q17_dr25_tce,4072.00,73.00,-81.00,4.696,0.023,-0.028,0.5700,0.0290,-0.0320,292.137020,42.429420,15.036
6949607,K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.985819010,1.4370000e-05,-1.4370000e-05,175.6841800,1.200000e-03,-1.200000e-03,0.0080,0.3870,-0.0080,2.86060,0.04130,-0.04130,8.8130e+02,1.850e+01,-1.850e+01,1.65,9.000e-02,-9.000e-02,509.0,,,15.90,2.96,-2.83,51.80,2,q1_q17_dr25_tce,4072.00,73.00,-81.00,4.696,0.023,-0.028,0.5700,0.0290,-0.0320,292.137020,42.429420,15.036
7031517,K00871.01,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,12.940668656,3.3520000e-06,-3.3520000e-06,179.4230140,2.060000e-04,-2.060000e-04,0.8970,0.1600,-0.0720,2.48450,0.01650,-0.01650,4.2450e+04,1.980e+02,-1.980e+02,22.94,4.930e+00,-1.960e+00,723.0,,,64.64,40.22,-16.72,307.50,1,q1_q17_dr25_tce,5875.00,140.00,-175.00,4.572,0.036,-0.144,0.8090,0.1740,-0.0690,291.119690,42.507069,15.215
11869052,K00120.01,,FALSE POSITIVE,FALSE POSITIVE,0.5730,0,1,0,0,20.545237500,1.4280000e-04,-1.4280000e-04,137.9139400,3.580000e-03,-3.580000e-03,0.9500,0.0070,-0.6680,2.51700,0.09470,-0.09470,2.1850e+02,1.400e+01,-1.400e+01,2.41,5.600e-01,-6.300e-01,742.0,,,71.57,60.96,-38.29,18.50,1,q1_q17_dr25_tce,5670.00,280.00,-229.00,4.206,0.241,-0.130,1.2640,0.2980,-0.3280,294.401920,50.172089,12.003
5087223,K06513.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.622411110,3.8760000e-05,-3.8760000e-05,132.7470200,5.210000e-03,-5.210000e-03,0.4026,0.0574,-0.4025,1.18500,0.15800,-0.15800,4.6410e+02,6.590e+01,-6.590e+01,1.17,1.100e-01,-1.100e-01,561.0,,,23.43,6.60,-5.95,8.50,1,q1_q17_dr24_tce,3894.00,70.00,-95.00,4.710,0.060,-0.060,0.5410,0.0500,-0.0500,287.974550,40.255230,15.627
5091075,K06514.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,1.256257380,2.2930000e-05,-2.2930000e-05,131.7577000,1.600000e-02,-1.600000e-02,0.8208,0.0202,-0.5803,9.72600,0.54600,-0.54600,1.5200e+01,1.600e+00,-1.600e+00,1.32,2.800e-01,-5.700e-01,3507.0,,,35745.58,23536.57,-26126.36,50.10,1,q1_q17_dr24_tce,7450.00,235.00,-304.00,3.680,0.380,-0.380,3.0630,0.6440,-1.3360,289.312350,40.288189,11.857
5091614,K06515.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,21.142458554,7.9100000e-07,-7.9100000e-07,138.3916328,3.170000e-05,-3.170000e-05,0.9710,0.1710,-0.0030,5.17846,0.00221,-0.00221,7.3961e+04,1.500e+01,-1.500e+01,41.68,1.341e+01,-4.450e+00,672.0,,,48.12,45.69,-14.31,3830.90,1,q1_q17_dr25_tce,6079.00,169.00,-190.00,4.495,0.054,-0.229,0.9450,0.3040,-0.1010,289.482970,40.292751,14.083
5092799,K06516.01,,CANDIDATE,CANDIDATE,,0,0,0,0,11.290155900,6.1360000e-04,-6.1360000e-04,135.3964000,5.260000e-02,-5.260000e-02,0.6285,0.3256,-0.4156,10.47500,0.92400,-0.92400,1.6380e+02,2.290e+01,-2.290e+01,0.88,1.200e-01,-8.000e-02,617.0,,,34.17,17.51,-9.46,8.60,1,q1_q17_dr24_tce,5025.00,187.00,-168.00,4.609,0.061,-0.061,0.6570,0.0940,-0.0590,289.844020,40.262741,15.929
5092799,K06516.02,,CANDIDATE,CANDIDATE,,0,0,0,0,28.247533030,,,136.0869137,,,,,,13.20000,,,,,,,,,,,,,,,,2,q1_q17_dr24_tce,,,,,,,,,,289.844020,40.262741,15.929
5094301,K06517.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.995195590,1.5010000e-05,-1.5010000e-05,132.4712000,1.220000e-02,-1.220000e-02,0.0372,0.4223,-0.0371,2.29300,0.53200,-0.53200,1.3700e+01,2.900e+00,-2.900e+00,0.29,1.200e-01,-3.000e-02,1624.0,,,1642.44,2171.70,-465.38,7.40,1,q1_q17_dr24_tce,5506.00,176.00,-140.00,4.512,0.085,-0.085,0.7820,0.3370,-0.0850,290.269100,40.202160,10.291
5983348,K06644.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,25.150788449,3.8780000e-06,-3.8780000e-06,150.3455570,1.220000e-04,-1.220000e-04,1.0250,0.0860,-0.0200,7.72717,0.00830,-0.00830,3.7583e+04,3.320e+01,-3.320e+01,39.12,1.137e+01,-7.570e+00,686.0,,,52.23,46.29,-22.78,1504.90,1,q1_q17_dr25_tce,6015.00,190.00,-211.00,4.329,0.175,-0.193,1.1010,0.3200,-0.2130,297.733640,41.250912,15.048
5990753,K06645.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,7.216360910,1.7210000e-05,-1.7210000e-05,133.8892400,1.990000e-03,-1.990000e-03,0.0170,0.8800,-0.0170,2.21800,0.40100,-0.40100,3.8470e+02,2.130e+01,-2.130e+01,18.03,9.600e-01,-4.070e+00,2146.0,,,5009.17,720.23,-2367.61,37.20,1,q1_q17_dr25_tce,5029.00,39.00,-159.00,2.909,0.035,-0.039,9.4760,0.5030,-2.1380,299.305510,41.263519,10.916
6019971,K06646.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.135663300,5.4570000e-05,-5.4570000e-05,135.0964600,6.660000e-03,-6.660000e-03,0.7350,0.2370,-0.5240,1.78900,0.20200,-0.20200,2.5550e+02,3.260e+01,-3.260e+01,1.38,1.000e-01,-1.400e-01,751.0,,,75.39,22.57,-21.14,9.80,1,q1_q17_dr25_tce,4926.00,148.00,-148.00,4.522,0.084,-0.045,0.7930,0.0590,-0.0780,282.588010,41.347092,15.125
6029130,K06647.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,12.591656377,5.0600000e-07,-5.0600000e-07,134.7421233,3.260000e-05,-3.260000e-05,0.6290,0.0060,-0.0060,5.53385,0.00112,-0.00112,3.0258e+05,4.430e+01,-4.430e+01,49.21,7.940e+00,-3.710e+00,642.0,,,40.23,20.85,-9.41,3990.50,1,q1_q17_dr25_tce,5293.00,159.00,-143.00,4.604,0.032,-0.097,0.7560,0.1220,-0.0570,287.039790,41.328869,14.832
6035335,K06648.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,1.044408447,8.4770000e-06,-8.4770000e-06,132.3111600,7.170000e-03,-7.170000e-03,0.1512,0.3045,-0.1511,3.63300,0.26800,-0.26800,4.6200e+01,3.600e+00,-3.600e+00,1.17,8.200e-01,-1.900e-01,2745.0,,,13421.48,30144.16,-5459.30,15.10,4,q1_q17_dr24_tce,7274.00,219.00,-303.00,4.161,0.096,-0.096,1.6980,1.1850,-0.2740,289.517910,41.343632,11.865
6041511,K06649.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.977051140,2.9690000e-05,-2.9690000e-05,132.1871000,1.840000e-02,-1.840000e-02,0.6030,0.3680,-0.3880,2.33000,1.00000,-1.00000,2.0100e+01,2.700e+00,-2.700e+00,0.77,1.300e-01,-1.000e-01,2501.0,,,9261.10,4225.37,-2580.21,7.40,1,q1_q17_dr25_tce,6527.00,78.00,-78.00,4.162,0.105,-0.116,1.6310,0.2910,-0.2120,291.531250,41.389069,13.566
6042116,K06650.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,5.407157086,3.1800000e-07,-3.1800000e-07,136.5956575,4.730000e-05,-4.730000e-05,1.0620,0.0200,-0.0250,5.89190,0.00212,-0.00212,7.4653e+04,2.010e+01,-2.010e+01,125.96,2.273e+01,-5.298e+01,1984.0,,,3667.86,2115.00,-2630.44,2882.00,1,q1_q17_dr25_tce,7617.00,239.00,-319.00,3.856,0.392,-0.098,2.4390,0.4400,-1.0260,291.718110,41.389969,11.300
6042663,K06651.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,30.971766472,2.3620000e-06,-2.3620000e-06,151.5322506,6.220000e-05,-6.220000e-05,0.7630,0.0190,-0.0350,8.31171,0.00435,-0.00435,2.2868e+05,7.030e+01,-7.030e+01,51.72,1.373e+01,-4.550e+00,523.0,,,17.73,14.22,-4.68,3245.90,1,q1_q17_dr25_tce,5633.00,169.00,-169.00,4.558,0.042,-0.168,0.8290,0.2200,-0.0730,291.899540,41.305889,15.596
6044064,K06652.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.063188030,1.2100000e-06,-1.2100000e-06,133.7072850,1.960000e-04,-1.960000e-04,3.4000,0.1080,-0.1310,13.89130,0.02100,-0.02100,6.6268e+05,5.050e+02,-5.050e+02,302.18,4.098e+01,-3.697e+01,908.0,,,160.52,77.18,-51.79,1602.70,1,q1_q17_dr25_tce,5375.00,189.00,-170.00,4.531,0.099,-0.081,0.7520,0.1020,-0.0920,292.353150,41.324242,15.001
6859813,K06778.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.882422090,3.9700000e-07,-3.9700000e-07,132.6767451,2.970000e-05,-2.970000e-05,0.7880,0.0070,-0.0090,5.51934,0.00089,-0.00089,2.0681e+05,3.130e+01,-3.130e+01,63.14,1.372e+01,-7.370e+00,894.0,,,150.98,97.66,-46.63,4284.20,1,q1_q17_dr25_tce,6200.00,166.00,-185.00,4.422,0.066,-0.154,1.0450,0.2270,-0.1220,290.806700,42.343929,12.068
6863840,K06779.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,1.926366998,1.8900000e-07,-1.8900000e-07,131.7468446,8.090000e-05,-8.090000e-05,0.4980,0.0100,-0.0100,3.98088,0.00406,-0.00406,3.9953e+05,2.770e+02,-2.770e+02,53.63,5.640e+00,-5.650e+00,1204.0,,,497.84,185.48,-144.37,1093.20,1,q1_q17_dr25_tce,5176.00,153.00,-153.00,4.542,0.077,-0.063,0.7600,0.0800,-0.0800,292.054870,42.334969,15.138
6864569,K06780.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,2.325185422,2.0390000e-06,-2.0390000e-06,133.2652180,8.380000e-04,-8.380000e-04,1.2470,0.1640,-0.1240,7.28710,0.06810,-0.06810,2.6850e+02,1.600e+00,-1.600e+00,81.88,1.849e+01,-2.774e+01,3738.0,,,46102.70,31234.11,-29534.09,256.30,2,q1_q17_dr25_tce,11076.00,309.00,-530.00,3.989,0.253,-0.156,2.8960,0.6540,-0.9810,292.267150,42.321289,10.052
6864706,K06781.01,,CANDIDATE,CANDIDATE,,0,0,0,0,14.590924900,2.2850000e-04,-2.2850000e-04,142.7200000,1.310000e-02,-1.310000e-02,0.3084,0.1822,-0.3084,1.59100,0.41900,-0.41900,1.4690e+02,3.200e+01,-3.200e+01,0.93,4.300e-01,-1.000e-01,622.0,,,35.34,50.41,-10.05,6.30,1,q1_q17_dr24_tce,5214.00,163.00,-139.00,4.527,0.076,-0.076,0.7660,0.3560,-0.0820,292.305660,42.302479,14.953
6864859,K06782.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,40.877841988,2.1420000e-06,-2.1420000e-06,158.3207395,4.530000e-05,-4.530000e-05,0.7100,0.0050,-0.0050,9.88456,0.00221,-0.00221,2.5609e+05,4.710e+01,-4.710e+01,164.06,3.719e+01,-6.911e+01,915.0,,,166.06,113.21,-118.57,5260.30,1,q1_q17_dr25_tce,6807.00,192.00,-264.00,3.848,0.350,-0.150,2.5900,0.5870,-1.0910,292.350250,42.393429,11.663
6867219,K06783.01,,CANDIDATE,CANDIDATE,0.8660,0,0,0,0,11.849635100,2.0420000e-04,-2.0420000e-04,140.3663000,1.270000e-02,-1.270000e-02,0.6070,0.3660,-0.3940,3.31900,0.37200,-0.37200,1.8380e+02,2.260e+01,-2.260e+01,1.31,4.000e-01,-1.300e-01,802.0,,,97.71,87.81,-28.47,9.60,1,q1_q17_dr25_tce,6032.00,180.00,-198.00,4.508,0.050,-0.200,0.9290,0.2780,-0.0930,293.024720,42.325089,15.472
4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.060363360,5.8390000e-05,-5.8390000e-05,147.4655400,2.410000e-03,-2.410000e-03,0.5560,0.3230,-0.3680,3.32030,0.07540,-0.07540,1.4947e+03,4.510e+01,-4.510e+01,1.96,1.300e-01,-1.600e-01,361.0,,,4.00,0.89,-0.90,35.20,2,q1_q17_dr25_tce,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,286.079130,39.278320,15.954
4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,46.184203900,2.6540000e-04,-2.6540000e-04,165.2372900,4.300000e-03,-4.300000e-03,0.0130,0.4150,-0.0130,4.75800,0.13000,-0.13000,1.3947e+03,5.640e+01,-5.640e+01,1.83,1.200e-01,-1.500e-01,273.0,,,1.32,0.29,-0.30,26.00,3,q1_q17_dr25_tce,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,286.079130,39.278320,15.954
8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,0.9520,0,0,0,0,23.980085400,2.0030000e-04,-2.0030000e-04,147.5370000,6.470000e-03,-6.470000e-03,0.9500,0.0040,-0.6600,5.35100,0.17700,-0.17700,1.0400e+02,6.500e+00,-6.500e+00,1.31,2.000e-01,-1.300e-01,649.0,,,41.94,17.84,-10.73,17.10,4,q1_q17_dr25_tce,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,300.863980,44.337551,12.882
4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,7.825021680,3.8900000e-05,-3.8900000e-05,136.5499500,4.360000e-03,-4.360000e-03,0.7080,0.2340,-0.4870,2.18600,0.12000,-0.12000,5.2080e+02,3.640e+01,-3.640e+01,1.20,8.000e-02,-1.000e-01,494.0,,,14.05,3.10,-3.19,15.90,4,q1_q17_dr25_tce,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,286.079130,39.278320,15.954
4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.895936525,7.7100000e-07,-7.7100000e-07,170.5275520,1.570000e-04,-1.570000e-04,0.5240,0.0690,-0.2370,2.31110,0.03020,-0.03020,8.5448e+03,2.950e+01,-2.950e+01,7.34,1.530e+00,-6.500e-01,1005.0,,,241.62,155.31,-64.19,370.80,1,q1_q17_dr25_tce,5557.00,167.00,-167.00,4.592,0.034,-0.136,0.7740,0.1610,-0.0690,294.655240,39.308361,15.725
4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,22.366464660,9.7610000e-05,-9.7610000e-05,175.4586200,3.540000e-03,-3.540000e-03,0.4000,0.0660,-0.4000,5.22800,0.12200,-0.12200,9.8680e+02,3.510e+01,-3.510e+01,2.32,3.800e-01,-1.600e-01,536.0,,,19.45,10.29,-4.56,32.10,1,q1_q17_dr25_tce,5395.00,160.00,-160.00,4.615,0.032,-0.104,0.7340,0.1220,-0.0520,294.710630,39.521740,15.583
3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.625522174,1.5800000e-07,-1.5800000e-07,170.8266564,7.610000e-05,-7.610000e-05,0.0760,0.0220,-0.0760,2.38963,0.00338,-0.00338,7.9690e+03,1.180e+01,-1.180e+01,9.73,1.410e+00,-1.420e+00,1579.0,,,1467.41,576.36,-452.24,799.70,1,q1_q17_dr25_tce,5539.00,83.00,-74.00,4.322,0.137,-0.100,1.1060,0.1610,-0.1610,293.871920,38.422939,15.001
5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,23.653694150,1.7480000e-05,-1.7480000e-05,171.3761070,6.030000e-04,-6.030000e-04,0.0080,0.1690,-0.0080,8.21830,0.02100,-0.02100,3.3418e+03,1.320e+01,-1.320e+01,7.89,1.380e+00,-1.520e+00,731.0,,,67.65,33.37,-26.59,266.30,1,q1_q17_dr25_tce,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,287.897130,40.637821,15.084
5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,13.233522140,4.5030000e-05,-4.5030000e-05,140.3219600,2.750000e-03,-2.750000e-03,0.0140,0.3990,-0.0140,6.73720,0.08750,-0.08750,5.0460e+02,1.080e+01,-1.080e+01,3.06,5.400e-01,-5.800e-01,888.0,,,146.67,72.35,-57.65,49.10,2,q1_q17_dr25_tce,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,287.897130,40.637821,15.084
5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,6.155602850,2.7040000e-05,-2.7040000e-05,134.8165600,3.450000e-03,-3.450000e-03,0.2350,0.2040,-0.2350,4.98430,0.09940,-0.09940,2.8500e+02,8.600e+00,-8.600e+00,2.32,4.000e-01,-4.500e-01,1146.0,,,406.94,200.73,-159.95,35.10,3,q1_q17_dr25_tce,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,287.897130,40.637821,15.084
5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.090811305,9.5710000e-06,-9.5710000e-06,134.1746200,3.980000e-03,-3.980000e-03,0.7460,0.0530,-0.5210,3.38800,0.10600,-0.10600,1.1590e+02,6.400e+00,-6.400e+00,1.62,2.800e-01,-3.200e-01,1642.0,,,1718.04,847.46,-675.28,19.90,5,q1_q17_dr25_tce,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,287.897130,40.637821,15.084
10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,3.180027898,7.2780000e-06,-7.2780000e-06,133.4986300,1.810000e-03,-1.810000e-03,0.1960,0.2420,-0.1960,3.57970,0.05580,-0.05580,1.2030e+02,2.700e+00,-2.700e+00,1.53,7.000e-02,-5.000e-02,1458.0,,,1066.86,149.88,-119.09,50.40,2,q1_q17_dr25_tce,5847.00,64.00,-75.00,4.191,0.020,-0.018,1.4020,0.0630,-0.0460,297.028260,48.208611,12.487
